designation,jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,year,source,raw_line
0003I,2460876.368344,260.99812083333336,-18.209891666666667,17.92,G,K91,2025,mpc_real,0003I        7C2025 07 19.86834417 23 59.549-18 12 35.61         17.92GW#0JmIK91
0003I,2460876.3733,260.99475,-18.210583333333332,17.4,G,C40,2025,mpc_real,0003I        1C2025 07 19.87330 17 23 58.74 -18 12 38.1          17.4 GX#0JmIC40
0003I,2460876.37978,260.9907083333333,-18.210166666666666,17.1,G,G02,2025,mpc_real,0003I        KB2025 07 19.87978 17 23 57.77 -18 12 36.6          17.1 GX#0JmIG02
0003I,2460876.38111,260.98975,-18.210194444444443,17.0,G,C40,2025,mpc_real,0003I        1C2025 07 19.88111 17 23 57.54 -18 12 36.7          17.0 GX#0JmIC40
0003I,2460876.38891,260.984375,-18.209944444444442,17.1,G,C40,2025,mpc_real,0003I        1C2025 07 19.88891 17 23 56.25 -18 12 35.8          17.1 GX#0JmIC40
0003I,2460876.389824,260.9843333333333,-18.20975,17.1,G,958,2025,mpc_real,0003I        KB2025 07 19.88982417 23 56.24 -18 12 35.1          17.1 GX#0JmI958
0003I,2460876.39129,260.98316666666665,-18.209666666666667,17.7,G,G02,2025,mpc_real,0003I        KB2025 07 19.89129 17 23 55.96 -18 12 34.8          17.7 GX#0JmIG02
0003I,2460876.3967,260.979625,-18.209166666666665,17.5,G,C40,2025,mpc_real,0003I        1C2025 07 19.89670 17 23 55.11 -18 12 33.0          17.5 GX#0JmIC40
0003I,2460876.40313,260.9755,-18.20922222222222,17.4,G,G02,2025,mpc_real,0003I        KB2025 07 19.90313 17 23 54.12 -18 12 33.2          17.4 GX#0JmIG02
0003I,2460876.40431,260.97495833333335,-18.208805555555553,17.5,G,C40,2025,mpc_real,0003I        1C2025 07 19.90431 17 23 53.99 -18 12 31.7          17.5 GX#0JmIC40
0003I,2460876.411652,260.97025,-18.20883333333333,17.3,G,958,2025,mpc_real,0003I        KB2025 07 19.91165217 23 52.86 -18 12 31.8          17.3 GX#0JmI958
0003I,2460876.413339,260.96902083333333,-18.2087,17.5,G,L34,2025,mpc_real,0003I        KB2025 07 19.91333917 23 52.565-18 12 31.32         17.5 GX#0JmIL34
0003I,2460876.415793,260.96734999999995,-18.208719444444444,17.7,G,L34,2025,mpc_real,0003I        KB2025 07 19.91579317 23 52.164-18 12 31.39         17.7 GX#0JmIL34
0003I,2460876.42606,260.9607083333333,-18.208230555555556,, ,L34,2025,mpc_real,0003I        KB2025 07 19.92606017 23 50.570-18 12 29.63               X#0JmIL34
0003I,2460876.428166,260.95927083333333,-18.208069444444444,, ,L34,2025,mpc_real,0003I        KB2025 07 19.92816617 23 50.225-18 12 29.05               X#0JmIL34
0003I,2460876.433366,260.95620833333334,-18.20788888888889,16.9,G,958,2025,mpc_real,0003I        KB2025 07 19.93336617 23 49.49 -18 12 28.4          16.9 GX#0JmI958
0003I,2460876.451293,260.94524583333333,-18.20638333333333,15.7,G,Y05,2025,mpc_real,0003I        KB2025 07 19.95129317 23 46.859-18 12 22.98         15.7 GX#0JmIY05
0003I,2460876.476997,260.92850833333335,-18.205255555555556,16.5,G,Y05,2025,mpc_real,0003I        KB2025 07 19.97699717 23 42.842-18 12 18.92         16.5 GX#0JmIY05
0003I,2460876.502277,260.91197916666664,-18.204238888888888,17.5,G,Y05,2025,mpc_real,0003I        KB2025 07 20.00227717 23 38.875-18 12 15.26         17.5 GX#0JmIY05
0003I,2460876.5956,260.8519583333333,-18.200719444444445,16.5,G,H23,2025,mpc_real,0003I         C2025 07 20.09560 17 23 24.470-18 12 02.59         16.5 GZ#0JmIH23
0003I,2460876.61411,260.83992916666665,-18.19988888888889,16.4,G,H23,2025,mpc_real,0003I         C2025 07 20.11411 17 23 21.583-18 11 59.60         16.4 GZ#0JmIH23
0003I,2460876.63213,260.8281,-18.199069444444444,16.5,G,H23,2025,mpc_real,0003I         C2025 07 20.13213 17 23 18.744-18 11 56.65         16.5 GZ#0JmIH23
0003I,2460876.680888,260.79630833333334,-18.196077777777777,17.98,G,W85,2025,mpc_real,0003I        4C2025 07 20.18088817 23 11.114-18 11 45.88         17.98GW#0JmIW85
0003I,2460876.684413,260.7940625,-18.195922222222222,17.95,G,W85,2025,mpc_real,0003I        4C2025 07 20.18441317 23 10.575-18 11 45.32         17.95GW#0JmIW85
0003I,2460876.687933,260.79179166666665,-18.195775,17.9,G,W85,2025,mpc_real,0003I        4C2025 07 20.18793317 23 10.030-18 11 44.79         17.90GW#0JmIW85
0003I,2460876.691458,260.7895083333333,-18.1956,17.99,G,W85,2025,mpc_real,0003I        4C2025 07 20.19145817 23 09.482-18 11 44.16         17.99GW#0JmIW85
0003I,2460876.694985,260.78722500000003,-18.19546111111111,18.13,G,W85,2025,mpc_real,0003I        4C2025 07 20.19498517 23 08.934-18 11 43.66         18.13GW#0JmIW85
0003I,2460876.698515,260.7849125,-18.195280555555556,18.1,G,W85,2025,mpc_real,0003I        4C2025 07 20.19851517 23 08.379-18 11 43.01         18.10GW#0JmIW85
0003I,2460876.702073,260.78263749999996,-18.195138888888888,18.06,G,W85,2025,mpc_real,0003I        4C2025 07 20.20207317 23 07.833-18 11 42.50         18.06GW#0JmJW85
0003I,2460876.710994,260.7773791666666,-18.195652777777777,18.01,g,I41,2025,mpc_real,0003I         C2025 07 20.21099417 23 06.571-18 11 44.35         18.01gU#0K4YI41
0003I,2460876.72823,260.7661958333333,-18.194836111111112,17.31,r,I41,2025,mpc_real,0003I         C2025 07 20.22823017 23 03.887-18 11 41.41         17.31rU#0K4YI41
0003I,2460876.764498,260.74262916666663,-18.19311111111111,17.37,r,I41,2025,mpc_real,0003I         C2025 07 20.26449817 22 58.231-18 11 35.20         17.37rU#0K4YI41
0003I,2460876.770204,260.7388291666667,-18.19305277777778,18.05,g,I41,2025,mpc_real,0003I         C2025 07 20.27020417 22 57.319-18 11 34.99         18.05gU#0K4YI41
0003I,2460876.77924,260.73365,-18.191519444444445,17.6,V,E86,2025,mpc_real,0003I        KB2025 07 20.27924 17 22 56.076-18 11 29.47         17.6 VZ#0JmJE86
0003I,2460876.784,260.73045833333333,-18.19135,17.5,V,E86,2025,mpc_real,0003I        KB2025 07 20.28400 17 22 55.310-18 11 28.86         17.5 VZ#0JmJE86
0003I,2460876.79035,260.7263708333333,-18.191111111111113,17.4,V,E86,2025,mpc_real,0003I        KB2025 07 20.29035 17 22 54.329-18 11 28.00         17.4 VZ#0JmJE86
0003I,2460876.98405,260.6007916666667,-18.18305555555556,, ,D95,2025,mpc_real,0003I         C2025 07 20.48405 17 22 24.19 -18 10 59.0                 #0JmJD95
0003I,2460876.98727,260.5984583333333,-18.182944444444445,, ,D95,2025,mpc_real,0003I         C2025 07 20.48727 17 22 23.63 -18 10 58.6                 #0JmJD95
0003I,2460876.99351,260.594875,-18.18288888888889,, ,903,2025,mpc_real,0003I        KC2025 07 20.49351 17 22 22.77 -18 10 58.4                q#0JmJ903
0003I,2460876.99799,260.59166666666664,-18.182666666666666,16.7,T,D95,2025,mpc_real,0003I         C2025 07 20.49799 17 22 22.00 -18 10 57.6          16.7 T #0JmJD95
0003I,2460877.00854,260.58491666666663,-18.18202777777778,, ,903,2025,mpc_real,0003I        KC2025 07 20.50854 17 22 20.38 -18 10 55.3                q#0JmJ903
0003I,2460877.02769,260.57254166666667,-18.181305555555557,17.1,T,903,2025,mpc_real,0003I        KC2025 07 20.52769 17 22 17.41 -18 10 52.7          17.1 Tq#0JmJ903
0003I,2460877.03131,260.57012083333336,-18.18113055555556,18.3,V,Q14,2025,mpc_real,0003I        0C2025 07 20.53131 17 22 16.829-18 10 52.07         18.3 Vq#0K4YQ14
0003I,2460877.04065,260.56407083333335,-18.180680555555558,17.7,V,Q14,2025,mpc_real,0003I        0C2025 07 20.54065 17 22 15.377-18 10 50.45         17.7 Vq#0K4YQ14
0003I,2460877.04705,260.5596791666667,-18.180469444444444,17.3,V,Q14,2025,mpc_real,0003I        0C2025 07 20.54705 17 22 14.323-18 10 49.69         17.3 Vq#0K4YQ14
0003I,2460877.105587,260.5215541666667,-18.176947222222225,17.78,G,Q63,2025,mpc_real,0003I        5C2025 07 20.60558717 22 05.173-18 10 37.01         17.78GW#0JmJQ63
0003I,2460877.109119,260.51925,-18.176786111111113,17.99,G,Q63,2025,mpc_real,0003I        5C2025 07 20.60911917 22 04.620-18 10 36.43         17.99GW#0JmJQ63
0003I,2460877.112669,260.51695,-18.176622222222225,17.89,G,Q63,2025,mpc_real,0003I        5C2025 07 20.61266917 22 04.068-18 10 35.84         17.89GW#0JmJQ63
0003I,2460877.116194,260.51467083333335,-18.176530555555555,17.8,G,Q63,2025,mpc_real,0003I        5C2025 07 20.61619417 22 03.521-18 10 35.51         17.80GW#0JmJQ63
0003I,2460877.119786,260.51230833333335,-18.176305555555558,17.91,G,Q63,2025,mpc_real,0003I        5C2025 07 20.61978617 22 02.954-18 10 34.70         17.91GW#0JmJQ63
0003I,2460877.123325,260.5100125,-18.17612777777778,17.94,G,Q63,2025,mpc_real,0003I        5C2025 07 20.62332517 22 02.403-18 10 34.06         17.94GW#0JmJQ63
0003I,2460877.126869,260.5077416666667,-18.176005555555555,17.7,G,Q63,2025,mpc_real,0003I        5C2025 07 20.62686917 22 01.858-18 10 33.62         17.70GW#0JmJQ63
0003I,2460877.24223,260.434,-18.17088888888889,17.5,G,194,2025,mpc_real,0003I        KB2025 07 20.74223 17 21 44.16 -18 10 15.2          17.5 GX#0JmJ194
0003I,2460877.24542,260.432,-18.170833333333334,16.8,G,194,2025,mpc_real,0003I        KB2025 07 20.74542 17 21 43.68 -18 10 15.0          16.8 GX#0JmJ194
0003I,2460877.24849,260.42991666666666,-18.17061111111111,16.9,G,194,2025,mpc_real,0003I        KB2025 07 20.74849 17 21 43.18 -18 10 14.2          16.9 GX#0JmJ194
0003I,2460877.25156,260.42779166666674,-18.170583333333333,16.9,G,194,2025,mpc_real,0003I        KB2025 07 20.75156 17 21 42.67 -18 10 14.1          16.9 GX#0JmJ194
0003I,2460877.28491,260.4057916666667,-18.169833333333333,17.3,G,094,2025,mpc_real,0003I        8C2025 07 20.78491 17 21 37.39 -18 10 11.4          17.3 GV#0JmJ094
0003I,2460877.28817,260.40375,-18.169583333333335,17.5,G,094,2025,mpc_real,0003I        8C2025 07 20.78817 17 21 36.90 -18 10 10.5          17.5 GV#0JmJ094
0003I,2460877.29144,260.4016666666667,-18.169472222222222,17.7,G,094,2025,mpc_real,0003I        8C2025 07 20.79144 17 21 36.40 -18 10 10.1          17.7 GV#0JmJ094
0003I,2460877.2947,260.39945833333337,-18.169333333333334,17.5,G,094,2025,mpc_real,0003I        8C2025 07 20.79470 17 21 35.87 -18 10 09.6          17.5 GV#0JmJ094
0003I,2460877.31175,260.3882916666667,-18.168472222222224,17.6,G,C40,2025,mpc_real,0003I        1C2025 07 20.81175 17 21 33.19 -18 10 06.5          17.6 GX#0JmJC40
0003I,2460877.31758,260.3845541666667,-18.168225,17.7,G,095,2025,mpc_real,0003I        3C2025 07 20.81758 17 21 32.293-18 10 05.61         17.7 Gq#0JmJ095
0003I,2460877.32623,260.37927083333335,-18.167869444444445,16.7,R,056,2025,mpc_real,0003I         C2025 07 20.82623 17 21 31.025-18 10 04.33         16.7 RZ#0JmJ056
0003I,2460877.32791,260.37775,-18.16777777777778,17.5,G,C40,2025,mpc_real,0003I        1C2025 07 20.82791 17 21 30.66 -18 10 04.0          17.5 GX#0JmJC40
0003I,2460877.32913,260.3773291666667,-18.16763888888889,16.7,R,056,2025,mpc_real,0003I         C2025 07 20.82913 17 21 30.559-18 10 03.50         16.7 RZ#0JmJ056
0003I,2460877.33089,260.37617916666665,-18.167661111111112,17.2,G,L54,2025,mpc_real,0003I        KC2025 07 20.83089 17 21 30.283-18 10 03.58         17.2 GV#0JmJL54
0003I,2460877.34387,260.36737500000004,-18.16702777777778,17.4,G,C40,2025,mpc_real,0003I        1C2025 07 20.84387 17 21 28.17 -18 10 01.3          17.4 GX#0JmJC40
0003I,2460877.34538,260.36645000000004,-18.16688888888889,17.1,G,L54,2025,mpc_real,0003I        KC2025 07 20.84538 17 21 27.948-18 10 00.80         17.1 GV#0JmJL54
0003I,2460877.35591,260.35962083333334,-18.166169444444442,14.8,V,M38,2025,mpc_real,0003I        KC2025 07 20.85591 17 21 26.309-18 09 58.21         14.8 VZ#0JmJM38
0003I,2460877.3579,260.358375,-18.16622222222222,16.0,G,G02,2025,mpc_real,0003I        KB2025 07 20.85790 17 21 26.01 -18 09 58.4          16.0 GX#0JmJG02
0003I,2460877.35969,260.3571666666667,-18.166305555555553,17.5,G,A71,2025,mpc_real,0003I        KB2025 07 20.85969 17 21 25.72 -18 09 58.7          17.5 GX#0JmJA71
0003I,2460877.35987,260.35665833333337,-18.166219444444444,16.8,G,L54,2025,mpc_real,0003I        KC2025 07 20.85987 17 21 25.598-18 09 58.39         16.8 GV#0JmJL54
0003I,2460877.361438,260.3561666666667,-18.166194444444443,, ,K88,2025,mpc_real,0003I        KC2025 07 20.86143817 21 25.48 -18 09 58.3                V#0JmJK88
0003I,2460877.362783,260.35520833333334,-18.16633333333333,17.4,G,K88,2025,mpc_real,0003I        KC2025 07 20.86278317 21 25.25 -18 09 58.8          17.4 GV#0JmJK88
0003I,2460877.36365,260.35465,-18.166180555555552,15.3,V,M38,2025,mpc_real,0003I        KC2025 07 20.86365 17 21 25.116-18 09 58.25         15.3 VZ#0JmJM38
0003I,2460877.36474,260.35395833333337,-18.16597222222222,16.6,G,A71,2025,mpc_real,0003I        KB2025 07 20.86474 17 21 24.95 -18 09 57.5          16.6 GX#0JmJA71
0003I,2460877.36485,260.3537041666667,-18.166058333333332,17.7,G,095,2025,mpc_real,0003I        3C2025 07 20.86485 17 21 24.889-18 09 57.81         17.7 Gq#0JmJ095
0003I,2460877.36509,260.353625,-18.165916666666664,16.9,G,G02,2025,mpc_real,0003I        KB2025 07 20.86509 17 21 24.87 -18 09 57.3          16.9 GX#0JmJG02
0003I,2460877.36905,260.3513791666667,-18.165880555555553,17.0,r,232,2025,mpc_real,0003I        KB2025 07 20.86905 17 21 24.331-18 09 57.17         17.0 rZ#0JmJ232
0003I,2460877.36978,260.3506666666667,-18.165916666666664,16.8,G,A71,2025,mpc_real,0003I        KB2025 07 20.86978 17 21 24.16 -18 09 57.3          16.8 GX#0JmJA71
0003I,2460877.37228,260.3489166666667,-18.165694444444444,17.1,G,G02,2025,mpc_real,0003I        KB2025 07 20.87228 17 21 23.74 -18 09 56.5          17.1 GX#0JmJG02
0003I,2460877.37399,260.34787500000004,-18.165694444444444,17.7,G,A71,2025,mpc_real,0003I        KB2025 07 20.87399 17 21 23.49 -18 09 56.5          17.7 GX#0JmJA71
0003I,2460877.377567,260.34555,-18.16461111111111,17.85,G,K92,2025,mpc_real,0003I        2C2025 07 20.87756717 21 22.932-18 09 52.60         17.85GW#0JmJK92
0003I,2460877.38019,260.34383333333335,-18.165277777777778,15.0,G,G02,2025,mpc_real,0003I        KB2025 07 20.88019 17 21 22.52 -18 09 55.0          15.0 GX#0JmJG02
0003I,2460877.381226,260.3431458333334,-18.164483333333333,17.65,G,K92,2025,mpc_real,0003I        2C2025 07 20.88122617 21 22.355-18 09 52.14         17.65GW#0JmJK92
0003I,2460877.384874,260.34071666666665,-18.164241666666666,17.67,G,K92,2025,mpc_real,0003I        2C2025 07 20.88487417 21 21.772-18 09 51.27         17.67GW#0JmJK92
0003I,2460877.388647,260.3383,-18.16414722222222,17.88,G,K92,2025,mpc_real,0003I        2C2025 07 20.88864717 21 21.192-18 09 50.93         17.88GW#0JmJK92
0003I,2460877.392929,260.3355166666667,-18.163855555555553,18.12,G,K92,2025,mpc_real,0003I        2C2025 07 20.89292917 21 20.524-18 09 49.88         18.12GW#0JmJK92
0003I,2460877.39491,260.3344416666667,-18.164588888888886,17.5,r,232,2025,mpc_real,0003I        KB2025 07 20.89491 17 21 20.266-18 09 52.52         17.5 rZ#0JmJ232
0003I,2460877.40113,260.3300916666667,-18.164430555555555,17.3,R,056,2025,mpc_real,0003I         C2025 07 20.90113 17 21 19.222-18 09 51.95         17.3 RZ#0JmJ056
0003I,2460877.409125,260.32529166666666,-18.164055555555553,17.2,G,958,2025,mpc_real,0003I        KB2025 07 20.90912517 21 18.07 -18 09 50.6          17.2 GX#0JmJ958
0003I,2460877.42005,260.31795,-18.16356111111111,17.5,r,232,2025,mpc_real,0003I        KB2025 07 20.92005 17 21 16.308-18 09 48.82         17.5 rZ#0JmJ232
0003I,2460877.42008,260.3179291666667,-18.16351111111111,17.3,R,056,2025,mpc_real,0003I         C2025 07 20.92008 17 21 16.303-18 09 48.64         17.3 RZ#0JmJ056
0003I,2460877.42351,260.31547083333334,-18.163519444444443,17.0,R,056,2025,mpc_real,0003I         C2025 07 20.92351 17 21 15.713-18 09 48.67         17.0 RZ#0JmJ056
0003I,2460877.42729,260.3131791666667,-18.16316111111111,17.1,R,056,2025,mpc_real,0003I         C2025 07 20.92729 17 21 15.163-18 09 47.38         17.1 RZ#0JmJ056
0003I,2460877.430822,260.3109166666667,-18.162888888888887,16.9,G,958,2025,mpc_real,0003I        KB2025 07 20.93082217 21 14.62 -18 09 46.4          16.9 GX#0JmJ958
0003I,2460877.43485,260.30834166666665,-18.162880555555553,17.0,r,213,2025,mpc_real,0003I        KC2025 07 20.93485 17 21 14.002-18 09 46.37         17.0 rZ#0JmJ213
0003I,2460877.44251,260.3032416666667,-18.162438888888886,17.1,R,056,2025,mpc_real,0003I         C2025 07 20.94251 17 21 12.778-18 09 44.78         17.1 RZ#0JmJ056
0003I,2460877.44546,260.3013583333334,-18.162388888888888,17.2,G,179,2025,mpc_real,0003I        KC2025 07 20.94546 17 21 12.326-18 09 44.60         17.2 GV#0JmJ179
0003I,2460877.45009,260.2984083333333,-18.16218888888889,16.6,R,056,2025,mpc_real,0003I         C2025 07 20.95009 17 21 11.618-18 09 43.88         16.6 RZ#0JmJ056
0003I,2460877.451748,260.29720833333334,-18.162138888888887,17.3,G,958,2025,mpc_real,0003I        KB2025 07 20.95174817 21 11.33 -18 09 43.7          17.3 GX#0JmJ958
0003I,2460877.45389,260.29585833333334,-18.161780555555556,16.9,R,056,2025,mpc_real,0003I         C2025 07 20.95389 17 21 11.006-18 09 42.41         16.9 RZ#0JmJ056
0003I,2460877.45469,260.29535000000004,-18.161830555555554,17.6,G,179,2025,mpc_real,0003I        KC2025 07 20.95469 17 21 10.884-18 09 42.59         17.6 GV#0JmJ179
0003I,2460877.46825,260.2864791666667,-18.16136111111111,16.9,r,213,2025,mpc_real,0003I        KC2025 07 20.96825 17 21 08.755-18 09 40.90         16.9 rZ#0JmJ213
0003I,2460877.623603,260.18575,-18.15331388888889,19.1,G,309,2025,mpc_real,0003I        &C2025 07 21.12360317 20 44.580-18 09 11.93         19.1 GW#0JmJ309
0003I,2460877.627569,260.18314999999996,-18.153133333333333,19.1,G,309,2025,mpc_real,0003I        &C2025 07 21.12756917 20 43.956-18 09 11.28         19.1 GW#0JmJ309
0003I,2460877.66071,260.1617083333333,-18.152388888888886,17.08,T,H45,2025,mpc_real,0003I         C2025 07 21.16071 17 20 38.81 -18 09 08.6          17.08Tq#0JmJH45
0003I,2460877.66198,260.1610416666666,-18.15233333333333,17.94,T,H45,2025,mpc_real,0003I         C2025 07 21.16198 17 20 38.65 -18 09 08.4          17.94Tq#0JmJH45
0003I,2460877.66503,260.15891666666664,-18.15225,18.01,T,H45,2025,mpc_real,0003I         C2025 07 21.16503 17 20 38.14 -18 09 08.1          18.01Tq#0JmJH45
0003I,2460877.66631,260.15804166666663,-18.15211111111111,17.61,T,H45,2025,mpc_real,0003I         C2025 07 21.16631 17 20 37.93 -18 09 07.6          17.61Tq#0JmJH45
0003I,2460877.66815,260.15704166666666,-18.151888888888887,18.32,T,H45,2025,mpc_real,0003I         C2025 07 21.16815 17 20 37.69 -18 09 06.8          18.32Tq#0JmJH45
0003I,2460877.67718,260.1512083333333,-18.151555555555554,16.34,T,H45,2025,mpc_real,0003I         C2025 07 21.17718 17 20 36.29 -18 09 05.6          16.34Tq#0JmJH45
0003I,2460877.713795,260.12713749999995,-18.149877777777778,17.29,r,I41,2025,mpc_real,0003I         C2025 07 21.21379517 20 30.513-18 08 59.56         17.29rU#0K4YI41
0003I,2460877.714746,260.1267,-18.149852777777777,17.35,r,I41,2025,mpc_real,0003I         C2025 07 21.21474617 20 30.408-18 08 59.47         17.35rU#0K4YI41
0003I,2460877.756369,260.0992208333333,-18.14793611111111,17.95,g,I41,2025,mpc_real,0003I         C2025 07 21.25636917 20 23.813-18 08 52.57         17.95gU#0K4YI41
